Genome	Original_name	Study_set	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	MGnify_accession	Lineage	Sample_accession	Study_accession	Country	Continent
GUT_GENOME153266	QinJ_2012__T2D-103__bin.15	CIBIO	MAG	2067542	119	28089	65.6	95.58	0	0	0	0	19	NA	GUT_GENOME153266	MGYG-HGUT-02599	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_C;s__	SRS294930	SRP008047	China	Asia
GUT_GENOME153272	QinJ_2012__T2D-103__bin.24	CIBIO	MAG	2450532	58	72086	49.77	99.29	0.95	0	0	0	16	NA	GUT_GENOME153272	MGYG-HGUT-02600	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_A;s__	SRS294930	SRP008047	China	Asia
GUT_GENOME153344	QinJ_2012__T2D-106__bin.22	CIBIO	MAG	2690745	226	21097	54.73	98.77	0	89.92	0	0	20	NA	GUT_GENOME153344	MGYG-HGUT-02601	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	SRS294932	SRP008047	China	Asia
GUT_GENOME153591	QinN_2014__HD-19__bin.48	CIBIO	MAG	2193710	23	207064	33.54	98.66	1.34	0	0	0	19	NA	GUT_GENOME153591	MGYG-HGUT-02602	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__	ERS475121	ERP005860	China	Asia
GUT_GENOME153760	QinN_2014__HD-29__bin.3	CIBIO	MAG	2740503	37	141683	46.9	76.86	0.51	0	0	0	17	NA	GUT_GENOME153760	MGYG-HGUT-02603	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	ERS475133	ERP005860	China	Asia
GUT_GENOME153805	QinN_2014__HD-31__bin.10	CIBIO	MAG	2010802	577	3919	61.2	63.18	1.68	0	0	0	7	NA	GUT_GENOME153805	MGYG-HGUT-02604	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__;s__	ERS475137	ERP005860	China	Asia
GUT_GENOME153870	QinN_2014__HD-33__bin.64	CIBIO	MAG	1855055	26	114474	32.59	89.74	0.85	0	99.67	99.73	20	NA	GUT_GENOME153870	MGYG-HGUT-02605	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__UBA6984 sp003258725	ERS475139	ERP005860	China	Asia
GUT_GENOME153913	QinN_2014__HD-35__bin.25	CIBIO	MAG	2483063	85	44365	58.26	97.36	1.14	0	52.25	99.38	18	NA	GUT_GENOME153913	MGYG-HGUT-02606	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__	ERS475141	ERP005860	China	Asia
GUT_GENOME153922	QinN_2014__HD-35__bin.44	CIBIO	MAG	1266162	27	98633	25.99	93.82	2.25	0	99.74	99.69	20	NA	GUT_GENOME153922	MGYG-HGUT-02607	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__CAG-878;s__CAG-878 sp000432255	ERS475141	ERP005860	China	Asia
GUT_GENOME153931	QinN_2014__HD-35__bin.5	CIBIO	MAG	2400652	17	373999	59.83	97.95	0	0	0	0	20	NA	GUT_GENOME153931	MGYG-HGUT-02608	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__	ERS475141	ERP005860	China	Asia
GUT_GENOME154595	QinN_2014__HD-66__bin.3	CIBIO	MAG	3325253	56	111055	42.98	99.78	0	0	0	11.04	17	NA	GUT_GENOME154595	MGYG-HGUT-02609	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp003486385	ERS475187	ERP005860	China	Asia
GUT_GENOME154740	QinN_2014__HD-74__bin.3	CIBIO	MAG	2251867	49	99748	58.36	93.03	0	0	0	0	19	NA	GUT_GENOME154740	MGYG-HGUT-02610	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	ERS475196	ERP005860	China	Asia
GUT_GENOME154813	QinN_2014__HD-7__bin.17	CIBIO	MAG	1489346	257	7264	47.03	82.04	3.75	0	0	0	15	NA	GUT_GENOME154813	MGYG-HGUT-02611	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAG-521;s__	ERS475191	ERP005860	China	Asia
GUT_GENOME154896	QinN_2014__HD-8__bin.24	CIBIO	MAG	2091274	26	143309	56.79	91.95	0.67	89.92	0	0	20	NA	GUT_GENOME154896	MGYG-HGUT-02612	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp003539495	ERS475202	ERP005860	China	Asia
GUT_GENOME155041	QinN_2014__HV-20__bin.10	CIBIO	MAG	2975339	227	17460	46.58	96.92	0.56	0	0	0	16	NA	GUT_GENOME155041	MGYG-HGUT-02613	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	ERS475227	ERP005860	China	Asia
GUT_GENOME155164	QinN_2014__HV-5__bin.13	CIBIO	MAG	2569563	291	12804	42.85	68.45	0	0	0	0	13	NA	GUT_GENOME155164	MGYG-HGUT-02614	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__	ERS475242	ERP005860	China	Asia
GUT_GENOME155166	QinN_2014__HV-5__bin.1	CIBIO	MAG	1659070	380	5680	28.84	89.89	1.5	0	0	99.01	16	NA	GUT_GENOME155166	MGYG-HGUT-02615	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__	ERS475242	ERP005860	China	Asia
GUT_GENOME155267	QinN_2014__LD-11__bin.55	CIBIO	MAG	1920529	46	80786	46.65	96.77	0	0	0	0	20	NA	GUT_GENOME155267	MGYG-HGUT-02616	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp001917125	ERS475251	ERP005860	China	Asia
GUT_GENOME155275	QinN_2014__LD-11__bin.70	CIBIO	MAG	1965373	57	64616	57.18	98.2	0	0	21.2	0	17	NA	GUT_GENOME155275	MGYG-HGUT-02617	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	ERS475251	ERP005860	China	Asia
GUT_GENOME155428	QinN_2014__LD-20__bin.24	CIBIO	MAG	1954720	104	35279	39.13	96.18	1.85	0	0	0	18	NA	GUT_GENOME155428	MGYG-HGUT-02618	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	ERS475264	ERP005860	China	Asia
GUT_GENOME155439	QinN_2014__LD-21__bin.17	CIBIO	MAG	2724860	20	251446	56.89	99.32	0	94.12	0	0	20	NA	GUT_GENOME155439	MGYG-HGUT-02619	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_J	ERS475265	ERP005860	China	Asia
GUT_GENOME155459	QinN_2014__LD-22__bin.30	CIBIO	MAG	3478960	26	269971	57.23	100	0	92.44	99.61	99.59	19	NA	GUT_GENOME155459	MGYG-HGUT-02620	d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans	ERS475267	ERP005860	China	Asia
GUT_GENOME155674	QinN_2014__LD-33__bin.37	CIBIO	MAG	3635277	65	75130	48.24	90.35	0	0	0	0	17	NA	GUT_GENOME155674	MGYG-HGUT-02621	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ndongoniae	ERS475289	ERP005860	China	Asia
GUT_GENOME155679	QinN_2014__LD-33__bin.7	CIBIO	MAG	3431748	58	95380	48.72	97.98	0	0	0	0	20	NA	GUT_GENOME155679	MGYG-HGUT-02622	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__	ERS475289	ERP005860	China	Asia
GUT_GENOME155703	QinN_2014__LD-35__bin.18	CIBIO	MAG	2631873	28	170256	44.48	95.97	0	0	34.77	0	17	NA	GUT_GENOME155703	MGYG-HGUT-02623	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__	ERS475291	ERP005860	China	Asia
GUT_GENOME155708	QinN_2014__LD-35__bin.25	CIBIO	MAG	1429307	20	99252	53.14	52.42	0.43	0	0	0	14	NA	GUT_GENOME155708	MGYG-HGUT-02624	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__;s__	ERS475291	ERP005860	China	Asia
GUT_GENOME155713	QinN_2014__LD-35__bin.2	CIBIO	MAG	2532460	192	22746	45.5	95.61	0.67	0	0	0	14	NA	GUT_GENOME155713	MGYG-HGUT-02625	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus massiliensis	ERS475291	ERP005860	China	Asia
GUT_GENOME155718	QinN_2014__LD-35__bin.36	CIBIO	MAG	2163217	94	37907	46.3	95.28	0.89	0	0	0	17	NA	GUT_GENOME155718	MGYG-HGUT-02626	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__;g__;s__	ERS475291	ERP005860	China	Asia
GUT_GENOME155722	QinN_2014__LD-35__bin.44	CIBIO	MAG	2292738	202	18449	55.64	88.45	2.68	87.39	35.16	10.97	16	NA	GUT_GENOME155722	MGYG-HGUT-02627	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__;s__	ERS475291	ERP005860	China	Asia
GUT_GENOME155726	QinN_2014__LD-35__bin.52	CIBIO	MAG	2610538	85	49309	50.68	93.04	0.06	0	0	0	17	NA	GUT_GENOME155726	MGYG-HGUT-02628	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	ERS475291	ERP005860	China	Asia
GUT_GENOME155741	QinN_2014__LD-35__bin.86	CIBIO	MAG	949229	312	3151	45.25	50.49	0	0	0	0	10	NA	GUT_GENOME155741	MGYG-HGUT-02629	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__QAND01;g__;s__	ERS475291	ERP005860	China	Asia
GUT_GENOME155809	QinN_2014__LD-39__bin.27	CIBIO	MAG	1399129	103	18638	44.69	94.31	0.5	92.44	0	0	12	NA	GUT_GENOME155809	MGYG-HGUT-02630	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	ERS475297	ERP005860	China	Asia
GUT_GENOME155913	QinN_2014__LD-44__bin.30	CIBIO	MAG	1890213	32	181830	39.57	99.36	0.27	94.96	20.68	0	18	NA	GUT_GENOME155913	MGYG-HGUT-02631	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	ERS475305	ERP005860	China	Asia
GUT_GENOME155926	QinN_2014__LD-44__bin.59	CIBIO	MAG	1854118	269	9635	40.19	89.04	0.6	0	0	0	13	NA	GUT_GENOME155926	MGYG-HGUT-02632	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_A;s__Haemophilus_A parahaemolyticus	ERS475305	ERP005860	China	Asia
GUT_GENOME155959	QinN_2014__LD-47__bin.32	CIBIO	MAG	2906927	112	54386	38.71	98.28	0.02	0	0	0	12	NA	GUT_GENOME155959	MGYG-HGUT-02633	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp003149875	ERS475309	ERP005860	China	Asia
GUT_GENOME155972	QinN_2014__LD-48__bin.26	CIBIO	MAG	1948543	16	190253	39.45	99.66	0.06	94.12	0	0	18	NA	GUT_GENOME155972	MGYG-HGUT-02634	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_K	ERS475311	ERP005860	China	Asia
GUT_GENOME156063	QinN_2014__LD-53__bin.2	CIBIO	MAG	1829458	367	6475	30.26	96.02	1.52	0	53.23	0	15	NA	GUT_GENOME156063	MGYG-HGUT-02635	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__	ERS475318	ERP005860	China	Asia
GUT_GENOME156118	QinN_2014__LD-57__bin.1	CIBIO	MAG	2078472	98	35002	42.5	78	0	0	0	0	18	NA	GUT_GENOME156118	MGYG-HGUT-02636	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella veroralis	ERS475324	ERP005860	China	Asia
GUT_GENOME156119	QinN_2014__LD-57__bin.20	CIBIO	MAG	2561744	54	72878	42.27	71.62	0	93.28	7.63	0	14	NA	GUT_GENOME156119	MGYG-HGUT-02637	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella jejuni	ERS475324	ERP005860	China	Asia
GUT_GENOME156121	QinN_2014__LD-57__bin.28	CIBIO	MAG	2577524	198	20709	37.54	98.04	0	0	0	0	18	NA	GUT_GENOME156121	MGYG-HGUT-02638	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum saburreum_A	ERS475324	ERP005860	China	Asia
GUT_GENOME156122	QinN_2014__LD-57__bin.29	CIBIO	MAG	1666715	97	31411	38.13	94.2	0.98	94.96	0	0	11	NA	GUT_GENOME156122	MGYG-HGUT-02639	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus sp002998595	ERS475324	ERP005860	China	Asia
GUT_GENOME156224	QinN_2014__LD-64__bin.27	CIBIO	MAG	2034794	61	75358	38.68	96.13	0.2	0	0	0	13	NA	GUT_GENOME156224	MGYG-HGUT-02640	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula	ERS475334	ERP005860	China	Asia
GUT_GENOME156244	QinN_2014__LD-65__bin.26	CIBIO	MAG	2688393	48	110974	57.37	99.87	0	94.12	0	0	20	NA	GUT_GENOME156244	MGYG-HGUT-02641	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp003449675	ERS475336	ERP005860	China	Asia
GUT_GENOME156655	QinN_2014__LD-85__bin.23	CIBIO	MAG	1925297	112	38052	38.74	93.59	1.8	92.44	0	0	14	NA	GUT_GENOME156655	MGYG-HGUT-02642	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	ERS475362	ERP005860	China	Asia
GUT_GENOME156849	QinN_2014__LD-97__bin.17	CIBIO	MAG	2743232	74	59771	44.33	97.5	0.04	0	0	0	17	NA	GUT_GENOME156849	MGYG-HGUT-02643	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Turicimonas;s__	ERS475376	ERP005860	China	Asia
GUT_GENOME156886	QinN_2014__LD-97__bin.91	CIBIO	MAG	4371332	207	33933	44.65	82.53	2.24	92.44	0	13.68	18	NA	GUT_GENOME156886	MGYG-HGUT-02644	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas sp900184685	ERS475376	ERP005860	China	Asia
GUT_GENOME156895	QinN_2014__LD-98__bin.2	CIBIO	MAG	1957996	23	203437	38.62	98.2	0	0	0	0	19	NA	GUT_GENOME156895	MGYG-HGUT-02645	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella infantium	ERS475377	ERP005860	China	Asia
GUT_GENOME156969	QinN_2014__LV-16__bin.15	CIBIO	MAG	1641529	81	54198	38.81	62.07	0	92.44	0	0	11	NA	GUT_GENOME156969	MGYG-HGUT-02646	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	ERS475391	ERP005860	China	Asia
GUT_GENOME157017	QinN_2014__LV-22__bin.13	CIBIO	MAG	1292644	346	4156	48.03	57.21	0	0	0	0	6	NA	GUT_GENOME157017	MGYG-HGUT-02647	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__	ERS475400	ERP005860	China	Asia
GUT_GENOME157119	RampelliS_2015__H10__bin.23	CIBIO	MAG	1868495	121	23580	53.82	79.98	0.05	0	52.58	0	19	NA	GUT_GENOME157119	MGYG-HGUT-02648	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA11549;s__	SRS882242	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157129	RampelliS_2015__H10__bin.49	CIBIO	MAG	1172077	116	14734	44.41	96.52	0.1	0	70.58	0	19	NA	GUT_GENOME157129	MGYG-HGUT-02649	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__;s__	SRS882242	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157138	RampelliS_2015__H10__bin.73	CIBIO	MAG	3054643	440	9407	53.03	86.54	3.38	0	0	0	17	NA	GUT_GENOME157138	MGYG-HGUT-02650	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA11452;s__	SRS882242	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157191	RampelliS_2015__H14__bin.53	CIBIO	MAG	2285827	128	29678	58.56	96.43	0.68	94.12	0	0	19	NA	GUT_GENOME157191	MGYG-HGUT-02651	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	SRS883019	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157195	RampelliS_2015__H14__bin.60	CIBIO	MAG	3183003	145	32077	52.16	74.52	1.77	0	0	0	20	NA	GUT_GENOME157195	MGYG-HGUT-02652	d__Bacteria;p__Myxococcota;c__Bradimonadia;o__Bradymonadales;f__UBA4248;g__UBA4248;s__	SRS883019	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157213	RampelliS_2015__H15__bin.11	CIBIO	MAG	3048207	94	60380	46.02	97.63	0.95	0	0	0	17	NA	GUT_GENOME157213	MGYG-HGUT-02653	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251295	SRS883018	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157246	RampelliS_2015__H17__bin.17	CIBIO	MAG	1229112	264	6175	49.14	80.78	0.83	0	34.96	0	10	NA	GUT_GENOME157246	MGYG-HGUT-02654	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA10281;s__	SRS883021	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157264	RampelliS_2015__H17__bin.57	CIBIO	MAG	1609491	258	8381	43.03	82.89	1.48	0	0	0	15	NA	GUT_GENOME157264	MGYG-HGUT-02655	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	SRS883021	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157265	RampelliS_2015__H17__bin.5	CIBIO	MAG	1628610	230	10054	54.86	79.98	4.19	0	0	0	16	NA	GUT_GENOME157265	MGYG-HGUT-02656	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__	SRS883021	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157273	RampelliS_2015__H17__bin.7	CIBIO	MAG	2844616	186	32186	39.84	92.6	3.13	0	0	8.72	18	NA	GUT_GENOME157273	MGYG-HGUT-02657	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__	SRS883021	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157276	RampelliS_2015__H17__bin.87	CIBIO	MAG	2297784	315	10280	55.04	84.6	0	0	0	0	17	NA	GUT_GENOME157276	MGYG-HGUT-02658	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__	SRS883021	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157290	RampelliS_2015__H18__bin.7	CIBIO	MAG	2104339	323	8788	47.49	89.84	4.19	0	0	0	19	NA	GUT_GENOME157290	MGYG-HGUT-02659	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__	SRS883022	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157303	RampelliS_2015__H1__bin.35	CIBIO	MAG	1492137	223	9266	45.31	91.01	0	0	34.77	0	19	NA	GUT_GENOME157303	MGYG-HGUT-02660	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1174;s__	SRS882224	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157308	RampelliS_2015__H1__bin.8	CIBIO	MAG	2300871	357	8683	47.82	90.25	1.23	0	34.05	0	16	NA	GUT_GENOME157308	MGYG-HGUT-02661	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	SRS882224	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157330	RampelliS_2015__H21__bin.31	CIBIO	MAG	2002086	63	70409	41.51	96.77	0	0	0	0	19	NA	GUT_GENOME157330	MGYG-HGUT-02662	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA3388;s__	SRS883026	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157353	RampelliS_2015__H24__bin.23	CIBIO	MAG	2101797	103	30219	51.79	75.28	0.19	0	0	0	16	NA	GUT_GENOME157353	MGYG-HGUT-02663	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	SRS883029	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157359	RampelliS_2015__H24__bin.38	CIBIO	MAG	2106284	102	27949	43.82	95.88	0	0	0	0	19	NA	GUT_GENOME157359	MGYG-HGUT-02664	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA3388;s__	SRS883029	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157363	RampelliS_2015__H24__bin.43	CIBIO	MAG	2276423	215	17535	44.31	82.41	0	0	0	0	19	NA	GUT_GENOME157363	MGYG-HGUT-02665	d__Bacteria;p__Eremiobacterota;c__UBP9;o__UBA4705;f__UBA4705;g__UBA4705;s__	SRS883029	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157376	RampelliS_2015__H24__bin.77	CIBIO	MAG	778168	224	3764	39.94	62.32	1.08	0	0	0	14	NA	GUT_GENOME157376	MGYG-HGUT-02666	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__;s__	SRS883029	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157380	RampelliS_2015__H25__bin.11	CIBIO	MAG	1812249	91	30789	54.92	88.93	0	0	0	22.22	20	NA	GUT_GENOME157380	MGYG-HGUT-02667	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__	SRS883030	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157398	RampelliS_2015__H27__bin.15	CIBIO	MAG	2833830	436	8759	48.62	79.87	0.51	0	0	0	12	NA	GUT_GENOME157398	MGYG-HGUT-02668	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	SRS883032	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157422	RampelliS_2015__H3__bin.36	CIBIO	MAG	1774257	371	5680	44.38	73.3	0	0	0	0	19	NA	GUT_GENOME157422	MGYG-HGUT-02669	d__Bacteria;p__Eremiobacterota;c__UBP9;o__UBA4705;f__UBA4705;g__UBA4705;s__	SRS883034	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157463	RampelliS_2015__H9__bin.13	CIBIO	MAG	2536234	27	123509	42.11	94.2	0.97	0	0	0	17	NA	GUT_GENOME157463	MGYG-HGUT-02670	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	SRS883040	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157468	RampelliS_2015__H9__bin.27	CIBIO	MAG	2506573	37	123305	39.46	98.6	0.7	0	0	0	20	NA	GUT_GENOME157468	MGYG-HGUT-02671	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp002478955	SRS883040	SRP056480	United Republic of Tanzania	Africa
GUT_GENOME157698	RaymondF_2016__P11E90__bin.14	CIBIO	MAG	2440111	46	81576	40.95	93.69	0.67	0	43.64	0	17	NA	GUT_GENOME157698	MGYG-HGUT-02672	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__	ERS634965	ERP009131	Canada	North America
GUT_GENOME157750	RaymondF_2016__P12E90__bin.14	CIBIO	MAG	2828676	75	78449	58.32	97.99	1.14	0	0	0	18	NA	GUT_GENOME157750	MGYG-HGUT-02673	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA9475;s__	ERS634966	ERP009131	Canada	North America
GUT_GENOME157833	RaymondF_2016__P13E90__bin.10	CIBIO	MAG	2157845	243	12866	60.81	78.31	1.7	0	0	0	8	NA	GUT_GENOME157833	MGYG-HGUT-02674	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	ERS634967	ERP009131	Canada	North America
GUT_GENOME157873	RaymondF_2016__P13E90__bin.87	CIBIO	MAG	2270805	24	221970	54.79	99.52	0.98	0	0	0	19	NA	GUT_GENOME157873	MGYG-HGUT-02675	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	ERS634967	ERP009131	Canada	North America
